1stEntity	2ndEntity	Relation	Sentence	False_Positive(x)_Checked_by_3_Annotators
chuck_hagel	nebraska	/people/person/place_lived	the republicans who broke ranks were senators john w. warner of virginia , arlen specter of pennsylvania , chuck_hagel of nebraska , gordon h. smith of oregon , norm coleman of minnesota , and olympia j. snowe and susan collins , both of maine .	
france	strasbourg	/location/location/contains	born in strasbourg , france , in 1971 , ms. shafak spent her teenage years in madrid before settling in turkey .	
israel	west_bank	/location/location/contains	one member of that clan , said hammami , was the p.l.o. ambassador to london in 1973 , when he published a pioneering article calling for a palestinian state in the west_bank and gaza , alongside israel .	x
fort_wadsworth	staten_island	/location/neighborhood/neighborhood_of	home energy smart fair , gateway national recreation area , fort_wadsworth visitor center , bay street and school road , staten_island .	
israel	west_bank	/location/location/contains	one reason , they said , is that despite the palestinian authority 's show of force , israel remains the real power in the west_bank .	x
ali_khamenei	iran	/people/person/nationality	the reference was to ayatollah ali_khamenei , the iranian leader , and to an elite branch of iran 's islamic revolutionary guards command that is assigned the task of carrying out paramilitary operations abroad . ''	
iowa	des_moines	/location/us_state/capital	her mother , sue bachman , formerly a nurse , is now ms. mazzo 's assistant , and her father , dan bachman , a financial planner in iowa , divides his time , in two-week increments , between new york and des_moines . ''	x
atlanta	morehouse_college	/location/location/contains	he was a history ph. d. student at the university of chicago when he was offered a teaching job at morehouse_college in atlanta .	
switzerland	davos	/location/location/contains	who 's hot , who 's not , in davos -- the world economic forum convenes its annual conference in davos , switzerland , with the theme '' shaping the global agenda : the shifting power equation . ''	
washington	capitol_hill	/location/location/contains	we could have waited it out and kept pushing and pushing , '' mr. franco said about the decision to abandon plans to sell 180 luxury condominiums with floor-to-ceiling windows offering views of the washington monument and capitol_hill . ''	x
florida	lake_worth	/location/location/contains	weingrad -- irving , 90 , of lake_worth , florida passed away peacefully at home on april 10 , 2007 .	
mexico	querétaro	/location/country/administrative_divisions	of course it 's just a game , where you 're always safe and where there are no real fights , '' said antonio flores , a sociology professor from querétaro , in central mexico , who hiked the caminata in november with a group of students . ''	
south_korea	incheon	/location/country/administrative_divisions	awash with cash from south_korea 's economic takeoff , incheon and seoul are being joined in the building rush by busan , which also plans two skyscrapers of more than 100 stories .	
james_heckman	university_of_chicago	/business/person/company	one leading voice in this camp is the university_of_chicago 's james_heckman , a nobel prize-winning economist , who contends , after years of studying the subject , that all the low-wage jobs and adult training programs on the planet wo n't succeed in eliminating poverty unless government intervenes in the earliest stages of childhood , when tax dollars have been shown to yield the most return . ''	
george_allen	virginia	/people/person/place_lived	an article last wednesday about prominent people who attended the funeral of former president gerald r. ford referred incorrectly to george_allen , republican of virginia .	
idaho	salmon_river	/location/location/contains	i had a job lined up as a river guide on the salmon_river in idaho for the off-season .	
roscoe_lee_browne	woodbury	/people/person/place_of_birth	roscoe_lee_browne was born on may 2 , 1925 , in woodbury , n.j. , the son of a baptist preacher .	
suffolk_county	farmingville	/location/location/contains	there is something maddening about the refusal of elected officials in suffolk_county to resolve the farmingville day-laborer problem after all these years .	
mel_karmazin	sirius_satellite_radio	/business/person/company	lobbying for a merger -- the chief executive of sirius_satellite_radio , mel_karmazin , is taking the campaign to sell his company 's proposed merger with xm satellite radio to washington , where he will speak at a house panel hearing .	
